CustomerID,Cluster,Segment
13598.0,0,At-Risk Customers
13599.0,2,Loyal Regulars
13600.0,1,VIP Customers
13601.0,0,At-Risk Customers
13602.0,0,At-Risk Customers
13603.0,0,At-Risk Customers
13606.0,0,At-Risk Customers
13607.0,0,At-Risk Customers
13610.0,0,At-Risk Customers
13611.0,0,At-Risk Customers
13614.0,0,At-Risk Customers
13615.0,1,VIP Customers
13617.0,0,At-Risk Customers
13618.0,1,VIP Customers
13621.0,0,At-Risk Customers
13623.0,0,At-Risk Customers
13626.0,1,VIP Customers
13627.0,0,At-Risk Customers
13629.0,2,Loyal Regulars
13630.0,3,New/Occasional
13631.0,3,New/Occasional
13632.0,3,New/Occasional
13634.0,0,At-Risk Customers
13635.0,0,At-Risk Customers
13636.0,0,At-Risk Customers
13637.0,0,At-Risk Customers
13638.0,0,At-Risk Customers
13639.0,0,At-Risk Customers
13642.0,1,VIP Customers
13643.0,0,At-Risk Customers
13644.0,3,New/Occasional
13645.0,0,At-Risk Customers
13647.0,0,At-Risk Customers
13649.0,1,VIP Customers
13650.0,3,New/Occasional
13651.0,0,At-Risk Customers
13652.0,0,At-Risk Customers
13654.0,3,New/Occasional
13655.0,0,At-Risk Customers
13656.0,1,VIP Customers
13657.0,0,At-Risk Customers
13658.0,3,New/Occasional
13659.0,1,VIP Customers
13662.0,0,At-Risk Customers
13663.0,1,VIP Customers
13666.0,0,At-Risk Customers
13667.0,1,VIP Customers
13668.0,2,Loyal Regulars
13669.0,0,At-Risk Customers
13670.0,0,At-Risk Customers
13672.0,1,VIP Customers
13673.0,0,At-Risk Customers
13675.0,1,VIP Customers
13678.0,1,VIP Customers
13680.0,3,New/Occasional
13681.0,0,At-Risk Customers
13682.0,1,VIP Customers
13684.0,1,VIP Customers
13685.0,3,New/Occasional
13686.0,1,VIP Customers
13689.0,0,At-Risk Customers
13690.0,0,At-Risk Customers
13692.0,0,At-Risk Customers
13695.0,3,New/Occasional
13697.0,0,At-Risk Customers
13699.0,1,VIP Customers
13700.0,3,New/Occasional
13703.0,1,VIP Customers
13704.0,3,New/Occasional
13705.0,0,At-Risk Customers
13706.0,1,VIP Customers
13707.0,1,VIP Customers
13708.0,1,VIP Customers
13709.0,3,New/Occasional
13710.0,0,At-Risk Customers
13711.0,1,VIP Customers
13712.0,1,VIP Customers
13715.0,1,VIP Customers
13716.0,1,VIP Customers
13717.0,0,At-Risk Customers
13718.0,1,VIP Customers
13719.0,0,At-Risk Customers
13720.0,0,At-Risk Customers
13721.0,0,At-Risk Customers
13722.0,0,At-Risk Customers
13723.0,1,VIP Customers
13725.0,3,New/Occasional
13726.0,0,At-Risk Customers
13727.0,0,At-Risk Customers
13728.0,0,At-Risk Customers
13730.0,0,At-Risk Customers
13731.0,1,VIP Customers
13732.0,0,At-Risk Customers
13735.0,3,New/Occasional
13736.0,0,At-Risk Customers
13737.0,1,VIP Customers
13739.0,0,At-Risk Customers
13740.0,1,VIP Customers
13741.0,0,At-Risk Customers
13742.0,3,New/Occasional
13743.0,3,New/Occasional
13744.0,0,At-Risk Customers
13745.0,1,VIP Customers
13747.0,1,VIP Customers
13748.0,0,At-Risk Customers
13750.0,0,At-Risk Customers
13751.0,1,VIP Customers
13752.0,0,At-Risk Customers
13753.0,1,VIP Customers
13754.0,1,VIP Customers
13755.0,3,New/Occasional
13756.0,3,New/Occasional
13758.0,3,New/Occasional
13759.0,0,At-Risk Customers
13760.0,0,At-Risk Customers
13761.0,0,At-Risk Customers
13762.0,1,VIP Customers
13763.0,0,At-Risk Customers
13764.0,0,At-Risk Customers
13769.0,3,New/Occasional
13771.0,3,New/Occasional
13772.0,0,At-Risk Customers
13774.0,0,At-Risk Customers
13778.0,0,At-Risk Customers
13780.0,0,At-Risk Customers
13781.0,1,VIP Customers
13782.0,0,At-Risk Customers
13784.0,3,New/Occasional
13786.0,1,VIP Customers
13787.0,0,At-Risk Customers
13790.0,0,At-Risk Customers
13791.0,0,At-Risk Customers
13792.0,0,At-Risk Customers
13799.0,0,At-Risk Customers
13800.0,1,VIP Customers
13801.0,0,At-Risk Customers
13802.0,3,New/Occasional
13803.0,1,VIP Customers
13804.0,3,New/Occasional
13805.0,0,At-Risk Customers
13806.0,0,At-Risk Customers
13807.0,1,VIP Customers
13808.0,0,At-Risk Customers
13809.0,1,VIP Customers
13810.0,0,At-Risk Customers
13811.0,1,VIP Customers
13812.0,0,At-Risk Customers
13813.0,0,At-Risk Customers
13814.0,0,At-Risk Customers
13815.0,3,New/Occasional
13816.0,0,At-Risk Customers
13817.0,0,At-Risk Customers
13819.0,1,VIP Customers
13821.0,0,At-Risk Customers
13822.0,0,At-Risk Customers
13823.0,0,At-Risk Customers
13824.0,0,At-Risk Customers
13826.0,1,VIP Customers
13827.0,0,At-Risk Customers
13828.0,0,At-Risk Customers
13831.0,3,New/Occasional
13832.0,0,At-Risk Customers
13833.0,1,VIP Customers
13835.0,0,At-Risk Customers
13837.0,1,VIP Customers
13838.0,0,At-Risk Customers
13841.0,1,VIP Customers
13842.0,3,New/Occasional
13844.0,0,At-Risk Customers
13845.0,0,At-Risk Customers
13846.0,0,At-Risk Customers
13848.0,0,At-Risk Customers
13849.0,0,At-Risk Customers
13850.0,0,At-Risk Customers
13851.0,0,At-Risk Customers
13853.0,0,At-Risk Customers
13854.0,2,Loyal Regulars
13856.0,1,VIP Customers
13858.0,0,At-Risk Customers
13859.0,1,VIP Customers
13860.0,0,At-Risk Customers
13862.0,3,New/Occasional
13863.0,1,VIP Customers
13865.0,0,At-Risk Customers
13866.0,0,At-Risk Customers
13867.0,0,At-Risk Customers
13868.0,0,At-Risk Customers
13869.0,3,New/Occasional
13870.0,3,New/Occasional
13871.0,3,New/Occasional
13873.0,0,At-Risk Customers
13874.0,1,VIP Customers
13875.0,0,At-Risk Customers
13876.0,0,At-Risk Customers
13877.0,0,At-Risk Customers
13878.0,0,At-Risk Customers
13880.0,3,New/Occasional
13882.0,0,At-Risk Customers
13883.0,3,New/Occasional
13884.0,0,At-Risk Customers
13885.0,1,VIP Customers
13886.0,0,At-Risk Customers
13887.0,1,VIP Customers
13888.0,0,At-Risk Customers
13889.0,0,At-Risk Customers
13890.0,3,New/Occasional
13892.0,0,At-Risk Customers
13893.0,1,VIP Customers
13894.0,0,At-Risk Customers
13895.0,3,New/Occasional
13897.0,0,At-Risk Customers
13898.0,1,VIP Customers
13899.0,0,At-Risk Customers
13900.0,1,VIP Customers
13901.0,3,New/Occasional
13904.0,0,At-Risk Customers
13908.0,0,At-Risk Customers
13911.0,3,New/Occasional
13914.0,0,At-Risk Customers
13917.0,0,At-Risk Customers
13918.0,0,At-Risk Customers
13919.0,0,At-Risk Customers
13922.0,1,VIP Customers
13923.0,0,At-Risk Customers
13924.0,3,New/Occasional
13925.0,0,At-Risk Customers
13926.0,0,At-Risk Customers
13927.0,0,At-Risk Customers
13928.0,0,At-Risk Customers
13929.0,1,VIP Customers
13930.0,0,At-Risk Customers
13931.0,0,At-Risk Customers
13932.0,1,VIP Customers
13933.0,0,At-Risk Customers
13934.0,1,VIP Customers
13936.0,1,VIP Customers
13937.0,1,VIP Customers
13938.0,0,At-Risk Customers
13939.0,0,At-Risk Customers
13940.0,0,At-Risk Customers
13941.0,3,New/Occasional
13946.0,0,At-Risk Customers
13947.0,0,At-Risk Customers
13948.0,1,VIP Customers
13949.0,3,New/Occasional
13950.0,0,At-Risk Customers
13951.0,1,VIP Customers
13952.0,1,VIP Customers
13953.0,3,New/Occasional
13954.0,0,At-Risk Customers
13955.0,1,VIP Customers
13956.0,0,At-Risk Customers
13959.0,0,At-Risk Customers
13960.0,0,At-Risk Customers
13962.0,0,At-Risk Customers
13963.0,1,VIP Customers
13967.0,0,At-Risk Customers
13969.0,2,Loyal Regulars
13971.0,3,New/Occasional
13972.0,0,At-Risk Customers
13973.0,1,VIP Customers
13974.0,0,At-Risk Customers
13975.0,3,New/Occasional
13976.0,1,VIP Customers
13978.0,0,At-Risk Customers
13979.0,0,At-Risk Customers
13980.0,0,At-Risk Customers
13982.0,0,At-Risk Customers
13983.0,3,New/Occasional
13984.0,0,At-Risk Customers
13985.0,2,Loyal Regulars
13986.0,0,At-Risk Customers
13988.0,3,New/Occasional
13989.0,0,At-Risk Customers
13990.0,1,VIP Customers
13991.0,0,At-Risk Customers
13992.0,0,At-Risk Customers
13993.0,3,New/Occasional
13994.0,3,New/Occasional
13995.0,0,At-Risk Customers
13999.0,3,New/Occasional
14000.0,1,VIP Customers
14001.0,0,At-Risk Customers
14002.0,0,At-Risk Customers
14004.0,3,New/Occasional
14005.0,3,New/Occasional
14006.0,0,At-Risk Customers
14009.0,1,VIP Customers
14012.0,1,VIP Customers
14013.0,0,At-Risk Customers
14014.0,0,At-Risk Customers
14015.0,0,At-Risk Customers
14016.0,3,New/Occasional
14019.0,0,At-Risk Customers
14020.0,0,At-Risk Customers
14021.0,1,VIP Customers
14022.0,1,VIP Customers
14023.0,0,At-Risk Customers
14024.0,0,At-Risk Customers
14027.0,0,At-Risk Customers
14029.0,0,At-Risk Customers
14030.0,3,New/Occasional
14031.0,2,Loyal Regulars
14032.0,3,New/Occasional
14034.0,0,At-Risk Customers
14035.0,0,At-Risk Customers
14036.0,1,VIP Customers
14037.0,1,VIP Customers
14038.0,0,At-Risk Customers
14039.0,0,At-Risk Customers
14040.0,3,New/Occasional
14041.0,1,VIP Customers
14044.0,0,At-Risk Customers
14045.0,0,At-Risk Customers
14046.0,1,VIP Customers
14047.0,0,At-Risk Customers
14048.0,1,VIP Customers
14049.0,3,New/Occasional
14050.0,0,At-Risk Customers
14051.0,2,Loyal Regulars
14052.0,0,At-Risk Customers
14053.0,0,At-Risk Customers
14054.0,0,At-Risk Customers
14055.0,0,At-Risk Customers
14056.0,2,Loyal Regulars
14057.0,2,Loyal Regulars
14059.0,1,VIP Customers
14060.0,2,Loyal Regulars
14062.0,2,Loyal Regulars
14064.0,0,At-Risk Customers
14066.0,1,VIP Customers
14067.0,0,At-Risk Customers
14068.0,1,VIP Customers
14071.0,3,New/Occasional
14073.0,0,At-Risk Customers
14075.0,0,At-Risk Customers
14076.0,0,At-Risk Customers
14077.0,0,At-Risk Customers
14078.0,0,At-Risk Customers
14079.0,0,At-Risk Customers
14080.0,0,At-Risk Customers
14081.0,1,VIP Customers
14082.0,1,VIP Customers
14083.0,3,New/Occasional
14085.0,3,New/Occasional
14087.0,0,At-Risk Customers
14089.0,0,At-Risk Customers
14090.0,1,VIP Customers
14092.0,3,New/Occasional
14093.0,0,At-Risk Customers
14098.0,0,At-Risk Customers
14099.0,3,New/Occasional
14100.0,0,At-Risk Customers
14101.0,3,New/Occasional
14102.0,0,At-Risk Customers
14104.0,1,VIP Customers
14105.0,1,VIP Customers
14107.0,3,New/Occasional
14108.0,0,At-Risk Customers
14109.0,0,At-Risk Customers
14110.0,3,New/Occasional
14111.0,0,At-Risk Customers
14112.0,3,New/Occasional
14113.0,0,At-Risk Customers
14114.0,1,VIP Customers
14116.0,0,At-Risk Customers
14117.0,0,At-Risk Customers
14121.0,3,New/Occasional
14124.0,0,At-Risk Customers
14125.0,0,At-Risk Customers
14126.0,0,At-Risk Customers
14127.0,0,At-Risk Customers
14128.0,0,At-Risk Customers
14129.0,0,At-Risk Customers
14130.0,1,VIP Customers
14132.0,3,New/Occasional
14133.0,0,At-Risk Customers
14135.0,3,New/Occasional
14138.0,0,At-Risk Customers
14139.0,0,At-Risk Customers
14140.0,0,At-Risk Customers
14141.0,0,At-Risk Customers
14142.0,1,VIP Customers
14143.0,0,At-Risk Customers
14145.0,3,New/Occasional
14146.0,3,New/Occasional
14147.0,0,At-Risk Customers
14148.0,1,VIP Customers
14149.0,1,VIP Customers
14150.0,0,At-Risk Customers
14152.0,0,At-Risk Customers
14154.0,1,VIP Customers
14155.0,1,VIP Customers
14157.0,0,At-Risk Customers
14158.0,0,At-Risk Customers
14159.0,3,New/Occasional
14161.0,1,VIP Customers
14162.0,1,VIP Customers
14163.0,0,At-Risk Customers
14164.0,0,At-Risk Customers
14165.0,1,VIP Customers
14167.0,0,At-Risk Customers
14171.0,0,At-Risk Customers
14173.0,0,At-Risk Customers
14174.0,0,At-Risk Customers
14175.0,3,New/Occasional
14176.0,1,VIP Customers
14177.0,0,At-Risk Customers
14178.0,3,New/Occasional
14179.0,0,At-Risk Customers
14180.0,2,Loyal Regulars
14184.0,0,At-Risk Customers
14185.0,1,VIP Customers
14188.0,3,New/Occasional
14189.0,3,New/Occasional
14191.0,3,New/Occasional
14193.0,0,At-Risk Customers
14194.0,2,Loyal Regulars
14195.0,1,VIP Customers
14196.0,0,At-Risk Customers
14198.0,0,At-Risk Customers
14199.0,1,VIP Customers
14201.0,0,At-Risk Customers
14204.0,0,At-Risk Customers
14205.0,0,At-Risk Customers
14206.0,1,VIP Customers
14208.0,0,At-Risk Customers
14209.0,3,New/Occasional
14210.0,0,At-Risk Customers
14211.0,3,New/Occasional
14212.0,0,At-Risk Customers
14214.0,0,At-Risk Customers
14215.0,3,New/Occasional
14216.0,0,At-Risk Customers
14217.0,3,New/Occasional
14218.0,0,At-Risk Customers
14219.0,0,At-Risk Customers
14220.0,1,VIP Customers
14221.0,3,New/Occasional
14222.0,1,VIP Customers
14223.0,0,At-Risk Customers
14224.0,0,At-Risk Customers
14226.0,3,New/Occasional
14227.0,3,New/Occasional
14229.0,0,At-Risk Customers
14231.0,1,VIP Customers
14232.0,0,At-Risk Customers
14233.0,0,At-Risk Customers
14234.0,0,At-Risk Customers
14235.0,3,New/Occasional
14236.0,0,At-Risk Customers
14237.0,1,VIP Customers
14238.0,1,VIP Customers
14239.0,3,New/Occasional
14240.0,0,At-Risk Customers
14241.0,1,VIP Customers
14242.0,1,VIP Customers
14243.0,3,New/Occasional
14245.0,1,VIP Customers
14246.0,0,At-Risk Customers
14247.0,1,VIP Customers
14248.0,1,VIP Customers
14250.0,0,At-Risk Customers
14251.0,3,New/Occasional
14256.0,1,VIP Customers
14257.0,3,New/Occasional
14258.0,2,Loyal Regulars
14259.0,0,At-Risk Customers
14261.0,0,At-Risk Customers
14262.0,3,New/Occasional
14264.0,1,VIP Customers
14265.0,0,At-Risk Customers
14267.0,1,VIP Customers
14270.0,1,VIP Customers
14271.0,1,VIP Customers
14272.0,0,At-Risk Customers
14273.0,0,At-Risk Customers
14276.0,0,At-Risk Customers
14277.0,3,New/Occasional
14280.0,1,VIP Customers
14282.0,3,New/Occasional
14284.0,0,At-Risk Customers
14285.0,0,At-Risk Customers
14286.0,3,New/Occasional
14287.0,0,At-Risk Customers
14288.0,1,VIP Customers
14289.0,0,At-Risk Customers
14290.0,3,New/Occasional
14291.0,3,New/Occasional
14292.0,3,New/Occasional
14293.0,0,At-Risk Customers
14295.0,0,At-Risk Customers
14297.0,0,At-Risk Customers
14299.0,3,New/Occasional
14300.0,0,At-Risk Customers
14301.0,0,At-Risk Customers
14304.0,1,VIP Customers
14305.0,0,At-Risk Customers
14306.0,0,At-Risk Customers
14307.0,3,New/Occasional
14309.0,3,New/Occasional
14311.0,1,VIP Customers
14312.0,0,At-Risk Customers
14314.0,0,At-Risk Customers
14315.0,3,New/Occasional
14317.0,0,At-Risk Customers
14320.0,1,VIP Customers
14321.0,0,At-Risk Customers
14323.0,0,At-Risk Customers
14326.0,1,VIP Customers
14327.0,1,VIP Customers
14329.0,3,New/Occasional
14331.0,0,At-Risk Customers
14332.0,0,At-Risk Customers
14333.0,0,At-Risk Customers
14334.0,3,New/Occasional
14335.0,0,At-Risk Customers
14336.0,0,At-Risk Customers
14338.0,1,VIP Customers
14339.0,1,VIP Customers
14340.0,1,VIP Customers
14341.0,3,New/Occasional
14342.0,0,At-Risk Customers
14344.0,0,At-Risk Customers
14345.0,0,At-Risk Customers
14346.0,0,At-Risk Customers
14348.0,1,VIP Customers
14349.0,0,At-Risk Customers
14350.0,1,VIP Customers
14351.0,1,VIP Customers
14352.0,0,At-Risk Customers
14353.0,1,VIP Customers
14354.0,0,At-Risk Customers
14355.0,1,VIP Customers
14356.0,0,At-Risk Customers
14357.0,0,At-Risk Customers
14359.0,0,At-Risk Customers
14360.0,0,At-Risk Customers
14362.0,0,At-Risk Customers
14364.0,3,New/Occasional
14367.0,2,Loyal Regulars
14368.0,1,VIP Customers
14371.0,1,VIP Customers
14373.0,1,VIP Customers
14375.0,1,VIP Customers
14377.0,1,VIP Customers
14379.0,0,At-Risk Customers
14381.0,0,At-Risk Customers
14382.0,0,At-Risk Customers
14383.0,0,At-Risk Customers
14385.0,0,At-Risk Customers
14386.0,1,VIP Customers
14387.0,0,At-Risk Customers
14388.0,3,New/Occasional
14389.0,0,At-Risk Customers
14390.0,3,New/Occasional
14393.0,1,VIP Customers
14395.0,3,New/Occasional
14396.0,0,At-Risk Customers
14397.0,3,New/Occasional
14400.0,1,VIP Customers
14401.0,3,New/Occasional
14403.0,0,At-Risk Customers
14404.0,0,At-Risk Customers
14406.0,0,At-Risk Customers
14407.0,3,New/Occasional
14408.0,3,New/Occasional
14409.0,3,New/Occasional
14410.0,3,New/Occasional
14411.0,1,VIP Customers
14412.0,0,At-Risk Customers
14413.0,1,VIP Customers
14414.0,0,At-Risk Customers
14415.0,3,New/Occasional
14416.0,0,At-Risk Customers
14418.0,0,At-Risk Customers
14419.0,0,At-Risk Customers
14420.0,0,At-Risk Customers
14421.0,0,At-Risk Customers
14422.0,3,New/Occasional
14423.0,1,VIP Customers
14424.0,0,At-Risk Customers
14426.0,3,New/Occasional
14427.0,0,At-Risk Customers
14428.0,0,At-Risk Customers
14431.0,1,VIP Customers
14432.0,3,New/Occasional
14434.0,0,At-Risk Customers
14436.0,0,At-Risk Customers
14437.0,1,VIP Customers
14438.0,1,VIP Customers
14439.0,1,VIP Customers
14440.0,3,New/Occasional
14441.0,0,At-Risk Customers
14442.0,1,VIP Customers
14443.0,0,At-Risk Customers
14446.0,0,At-Risk Customers
14447.0,0,At-Risk Customers
14448.0,0,At-Risk Customers
14449.0,0,At-Risk Customers
14450.0,1,VIP Customers
14451.0,0,At-Risk Customers
14452.0,0,At-Risk Customers
14453.0,1,VIP Customers
14456.0,3,New/Occasional
14457.0,1,VIP Customers
14459.0,1,VIP Customers
14460.0,0,At-Risk Customers
14461.0,0,At-Risk Customers
14462.0,3,New/Occasional
14463.0,0,At-Risk Customers
14465.0,1,VIP Customers
14466.0,3,New/Occasional
14467.0,0,At-Risk Customers
14470.0,0,At-Risk Customers
14472.0,3,New/Occasional
14473.0,0,At-Risk Customers
14474.0,0,At-Risk Customers
14475.0,0,At-Risk Customers
14476.0,1,VIP Customers
14477.0,0,At-Risk Customers
14479.0,1,VIP Customers
14480.0,0,At-Risk Customers
14481.0,1,VIP Customers
14482.0,3,New/Occasional
14483.0,1,VIP Customers
14484.0,0,At-Risk Customers
14485.0,0,At-Risk Customers
14487.0,0,At-Risk Customers
14488.0,0,At-Risk Customers
14489.0,1,VIP Customers
14491.0,1,VIP Customers
14493.0,3,New/Occasional
14494.0,0,At-Risk Customers
14495.0,0,At-Risk Customers
14496.0,1,VIP Customers
14497.0,1,VIP Customers
14498.0,0,At-Risk Customers
14499.0,0,At-Risk Customers
14500.0,0,At-Risk Customers
14501.0,1,VIP Customers
14502.0,3,New/Occasional
14503.0,3,New/Occasional
14504.0,0,At-Risk Customers
14505.0,3,New/Occasional
14506.0,0,At-Risk Customers
14507.0,0,At-Risk Customers
14508.0,0,At-Risk Customers
14511.0,0,At-Risk Customers
14512.0,1,VIP Customers
14513.0,0,At-Risk Customers
14514.0,0,At-Risk Customers
14515.0,3,New/Occasional
14517.0,0,At-Risk Customers
14518.0,0,At-Risk Customers
14520.0,0,At-Risk Customers
14522.0,0,At-Risk Customers
14523.0,0,At-Risk Customers
14524.0,3,New/Occasional
14525.0,3,New/Occasional
14527.0,2,Loyal Regulars
14528.0,0,At-Risk Customers
14529.0,0,At-Risk Customers
14530.0,3,New/Occasional
14532.0,1,VIP Customers
14533.0,3,New/Occasional
14534.0,3,New/Occasional
14535.0,0,At-Risk Customers
14536.0,1,VIP Customers
14537.0,0,At-Risk Customers
14538.0,0,At-Risk Customers
14539.0,0,At-Risk Customers
14540.0,0,At-Risk Customers
14541.0,3,New/Occasional
14542.0,1,VIP Customers
14543.0,3,New/Occasional
14544.0,0,At-Risk Customers
14546.0,3,New/Occasional
14547.0,3,New/Occasional
14548.0,0,At-Risk Customers
14549.0,1,VIP Customers
14550.0,0,At-Risk Customers
14551.0,0,At-Risk Customers
14552.0,1,VIP Customers
14553.0,0,At-Risk Customers
14554.0,0,At-Risk Customers
14555.0,0,At-Risk Customers
14557.0,0,At-Risk Customers
14560.0,3,New/Occasional
14561.0,0,At-Risk Customers
14562.0,2,Loyal Regulars
14565.0,3,New/Occasional
14566.0,0,At-Risk Customers
14567.0,0,At-Risk Customers
14569.0,0,At-Risk Customers
14570.0,1,VIP Customers
14572.0,3,New/Occasional
14573.0,3,New/Occasional
14576.0,1,VIP Customers
14577.0,0,At-Risk Customers
14578.0,0,At-Risk Customers
14581.0,0,At-Risk Customers
14582.0,0,At-Risk Customers
14583.0,0,At-Risk Customers
14584.0,1,VIP Customers
14585.0,0,At-Risk Customers
14586.0,1,VIP Customers
14587.0,3,New/Occasional
14589.0,1,VIP Customers
14591.0,0,At-Risk Customers
14592.0,0,At-Risk Customers
14593.0,0,At-Risk Customers
14594.0,0,At-Risk Customers
14595.0,3,New/Occasional
14597.0,0,At-Risk Customers
14598.0,0,At-Risk Customers
14600.0,1,VIP Customers
14601.0,0,At-Risk Customers
14603.0,1,VIP Customers
14606.0,2,Loyal Regulars
14607.0,2,Loyal Regulars
14608.0,0,At-Risk Customers
14609.0,0,At-Risk Customers
14616.0,1,VIP Customers
14618.0,0,At-Risk Customers
14619.0,1,VIP Customers
14620.0,1,VIP Customers
14621.0,0,At-Risk Customers
14622.0,1,VIP Customers
14623.0,0,At-Risk Customers
14624.0,0,At-Risk Customers
14625.0,1,VIP Customers
14626.0,3,New/Occasional
14628.0,0,At-Risk Customers
14629.0,0,At-Risk Customers
14631.0,0,At-Risk Customers
14632.0,1,VIP Customers
14633.0,1,VIP Customers
14636.0,0,At-Risk Customers
14638.0,0,At-Risk Customers
14639.0,3,New/Occasional
14640.0,3,New/Occasional
14641.0,0,At-Risk Customers
14642.0,0,At-Risk Customers
14643.0,1,VIP Customers
14644.0,0,At-Risk Customers
14645.0,1,VIP Customers
14647.0,1,VIP Customers
14649.0,0,At-Risk Customers
14651.0,0,At-Risk Customers
14652.0,0,At-Risk Customers
14653.0,3,New/Occasional
14655.0,0,At-Risk Customers
14656.0,1,VIP Customers
14657.0,0,At-Risk Customers
14658.0,0,At-Risk Customers
14659.0,3,New/Occasional
14660.0,0,At-Risk Customers
14661.0,0,At-Risk Customers
14662.0,0,At-Risk Customers
14664.0,0,At-Risk Customers
14665.0,0,At-Risk Customers
14666.0,0,At-Risk Customers
14667.0,2,Loyal Regulars
14669.0,1,VIP Customers
14670.0,1,VIP Customers
14672.0,1,VIP Customers
14673.0,0,At-Risk Customers
14675.0,0,At-Risk Customers
14676.0,3,New/Occasional
14681.0,0,At-Risk Customers
14682.0,1,VIP Customers
14684.0,0,At-Risk Customers
14687.0,0,At-Risk Customers
14688.0,2,Loyal Regulars
14689.0,1,VIP Customers
14690.0,0,At-Risk Customers
14691.0,3,New/Occasional
14692.0,0,At-Risk Customers
14693.0,1,VIP Customers
14696.0,3,New/Occasional
14697.0,1,VIP Customers
14698.0,0,At-Risk Customers
14699.0,1,VIP Customers
14700.0,0,At-Risk Customers
14701.0,3,New/Occasional
14702.0,3,New/Occasional
14703.0,0,At-Risk Customers
14704.0,3,New/Occasional
14705.0,1,VIP Customers
14708.0,0,At-Risk Customers
14709.0,3,New/Occasional
14710.0,0,At-Risk Customers
14711.0,3,New/Occasional
14712.0,0,At-Risk Customers
14713.0,3,New/Occasional
14714.0,0,At-Risk Customers
14715.0,0,At-Risk Customers
14716.0,0,At-Risk Customers
14719.0,0,At-Risk Customers
14720.0,0,At-Risk Customers
14722.0,0,At-Risk Customers
14723.0,0,At-Risk Customers
14725.0,0,At-Risk Customers
14727.0,1,VIP Customers
14729.0,1,VIP Customers
14730.0,3,New/Occasional
14731.0,0,At-Risk Customers
14732.0,3,New/Occasional
14733.0,2,Loyal Regulars
14735.0,2,Loyal Regulars
14737.0,0,At-Risk Customers
14738.0,0,At-Risk Customers
14739.0,3,New/Occasional
14740.0,1,VIP Customers
14741.0,0,At-Risk Customers
14744.0,0,At-Risk Customers
14745.0,0,At-Risk Customers
14747.0,1,VIP Customers
14748.0,0,At-Risk Customers
14752.0,0,At-Risk Customers
14753.0,0,At-Risk Customers
14754.0,0,At-Risk Customers
14755.0,3,New/Occasional
14756.0,0,At-Risk Customers
14757.0,0,At-Risk Customers
14758.0,0,At-Risk Customers
14759.0,0,At-Risk Customers
14760.0,1,VIP Customers
14761.0,0,At-Risk Customers
14762.0,1,VIP Customers
14764.0,0,At-Risk Customers
14765.0,0,At-Risk Customers
14766.0,3,New/Occasional
14768.0,0,At-Risk Customers
14769.0,2,Loyal Regulars
14770.0,1,VIP Customers
14772.0,0,At-Risk Customers
14775.0,0,At-Risk Customers
14776.0,3,New/Occasional
14778.0,0,At-Risk Customers
14779.0,1,VIP Customers
14780.0,0,At-Risk Customers
14782.0,1,VIP Customers
14784.0,0,At-Risk Customers
14785.0,0,At-Risk Customers
14788.0,0,At-Risk Customers
14789.0,0,At-Risk Customers
14790.0,0,At-Risk Customers
14792.0,0,At-Risk Customers
14793.0,0,At-Risk Customers
14794.0,3,New/Occasional
14795.0,1,VIP Customers
14796.0,2,Loyal Regulars
14798.0,0,At-Risk Customers
14799.0,0,At-Risk Customers
14800.0,3,New/Occasional
14801.0,0,At-Risk Customers
14803.0,1,VIP Customers
14804.0,0,At-Risk Customers
14805.0,0,At-Risk Customers
14806.0,0,At-Risk Customers
14808.0,3,New/Occasional
14810.0,3,New/Occasional
14813.0,1,VIP Customers
14815.0,0,At-Risk Customers
14816.0,1,VIP Customers
14817.0,1,VIP Customers
14818.0,0,At-Risk Customers
14819.0,0,At-Risk Customers
14820.0,0,At-Risk Customers
14821.0,1,VIP Customers
14823.0,1,VIP Customers
14824.0,0,At-Risk Customers
14825.0,3,New/Occasional
14828.0,1,VIP Customers
14829.0,0,At-Risk Customers
14830.0,0,At-Risk Customers
14834.0,3,New/Occasional
14836.0,0,At-Risk Customers
14837.0,0,At-Risk Customers
14840.0,1,VIP Customers
14841.0,3,New/Occasional
14842.0,3,New/Occasional
14844.0,3,New/Occasional
14847.0,1,VIP Customers
14849.0,2,Loyal Regulars
14850.0,1,VIP Customers
14851.0,0,At-Risk Customers
14852.0,3,New/Occasional
14853.0,0,At-Risk Customers
14854.0,3,New/Occasional
14855.0,0,At-Risk Customers
14856.0,0,At-Risk Customers
14857.0,0,At-Risk Customers
14859.0,0,At-Risk Customers
14860.0,0,At-Risk Customers
14861.0,0,At-Risk Customers
14862.0,0,At-Risk Customers
14863.0,0,At-Risk Customers
14865.0,0,At-Risk Customers
14866.0,2,Loyal Regulars
14867.0,1,VIP Customers
14868.0,3,New/Occasional
14869.0,0,At-Risk Customers
14870.0,1,VIP Customers
14871.0,0,At-Risk Customers
14873.0,1,VIP Customers
14875.0,0,At-Risk Customers
14878.0,3,New/Occasional
14880.0,0,At-Risk Customers
14881.0,0,At-Risk Customers
14882.0,0,At-Risk Customers
14883.0,0,At-Risk Customers
14885.0,0,At-Risk Customers
14886.0,1,VIP Customers
14887.0,0,At-Risk Customers
14888.0,1,VIP Customers
14889.0,1,VIP Customers
14890.0,1,VIP Customers
14891.0,0,At-Risk Customers
14893.0,0,At-Risk Customers
14894.0,0,At-Risk Customers
